genres,title
['Comedy'],The Party Animal
"['Drama', 'Foreign']",Bleak Night
['Drama'],Clouds of Sils Maria
"['Thriller', 'Drama']",Dying of the Light
"['Action', 'Adventure', 'Thriller']",Survival Quest
"['Horror', 'Thriller', 'Comedy']",All Cheerleaders Die
"['Crime', 'Thriller']",Cherry Tree Lane
"['Horror', 'Comedy']",WolfCop
"['Comedy', 'Romance']",It's a Wonderful Afterlife
['Horror'],The Borderlands
['Horror'],Slasher House
"['Comedy', 'Action']",The Kick
"['Drama', 'Action', 'Comedy', 'Thriller']",Norwegian Ninja
['Drama'],Borrowed Time
"['Horror', 'Comedy', 'Thriller']",Hellbenders
"['Action', 'Adventure', 'History']",Saving General Yang
"['Action', 'Foreign', 'Thriller']",Legacy of Rage
"['Horror', 'Science Fiction']",Shadowzone
"['Action', 'Adventure', 'Drama']",Cleopatra Jones and the Casino of Gold
['Science Fiction'],Omega Doom
['Documentary'],A Justified Life: Sam Peckinpah and the High Country
"['Documentary', 'Drama', 'War']",The Diary of an Unknown Soldier
['Comedy'],Float
"['Comedy', 'Crime', 'Family']",Home Alone: The Holiday Heist
"['Comedy', 'Drama', 'Romance']",The Pokrovsky Gates
"['Comedy', 'Horror']",Game of Werewolves
"['Crime', 'Drama', 'Thriller']",By the Gun
['Action'],The Protector 2
"['Drama', 'Thriller', 'Crime']",Blood
"['Drama', 'Horror']",Exit Humanity
"['Fantasy', 'Horror', 'Mystery']",Omen IV: The Awakening
"['Horror', 'Action', 'Comedy']",Ninjas vs. Zombies
"['Drama', 'Science Fiction']",Hard to Be a God
"['Horror', 'Mystery', 'Thriller']",Mortuary
"['Drama', 'Horror', 'Science Fiction', 'Thriller']",Spontaneous Combustion
['Horror'],Night Terrors
"['Drama', 'Action', 'Crime']",Tell
['Documentary'],In the Shadow of the Machine
"['Thriller', 'Crime', 'Drama', 'Mystery']",Kill the Messenger
['Horror'],Dead Souls
['Comedy'],Village People
"['Comedy', 'Crime', 'Drama']",A Gorgeous Girl Like Me
"['Adventure', 'History']",Travel Beyond the Three Seas
"['Horror', 'Thriller']",H6: Diary of a Serial Killer
['Comedy'],Sallah
"['Action', 'Documentary']",Grant Morrison:  Talking with Gods
"['Documentary', 'Foreign']",The Universe of Keith Haring
"['Animation', 'Documentary']",The Kingdom of Dreams and Madness
"['Adventure', 'Animation', 'Fantasy']",Mei and the Kittenbus
['Western'],"Texas, Adios"
"['Horror', 'Mystery', 'Thriller']",The Bloodstained Shadow
"['Western', 'Thriller']","Today We Kill, Tomorrow We Die!"
"['Action', 'Drama', 'Thriller']",Colt 38 Special Squad
['Comedy'],Six Swedish Girls at a Pump
['Crime'],Killer Cop
"['Comedy', 'Family', 'Romance']",A Cinderella Story: Once Upon a Song
"['Horror', 'Mystery', 'Thriller']",Baba Yaga
"['Romance', 'Horror', 'Thriller']",Play Motel
"['Action', 'Thriller', 'Crime', 'Foreign']",The Mad Dog Killer
['Crime'],The Great Kidnapping
['Comedy'],Bring It On: In It To Win It
['Documentary'],Independents
['Comedy'],Between Miracles
"['Mystery', 'Horror']",The Night Evelyn Came out of the Grave
"['Action', 'Crime', 'Thriller']",Stunt Squad
['Comedy'],Tifosi
"['Romance', 'Drama', 'Comedy']",The Cyclone
"['Comedy', 'Crime', 'Drama', 'Horror', 'Thriller']",Death Steps in the Dark
['Drama'],"Black Emmanuelle, White Emmanuelle"
['Comedy'],Il... Belpaese
"['Crime', 'Action']",Savage Three
['Comedy'],Viuuulentemente mia
"['Drama', 'Mystery']",Gente Di Rispetto
"['War', 'Action']",Jarhead 2: Field of Fire
"['Crime', 'Comedy']",The Mule
['Drama'],Shy People
['Animation'],Dots
"['Music', 'Animation']",Rock the Boat
"['Comedy', 'Family']",Jingle All the Way 2
"['Drama', 'Romance']",The Face of Love
"['Comedy', 'Romance']",Every Girl Should Be Married
"['Drama', 'War']",Eight Iron Men
"['Drama', 'Horror', 'Thriller']",In the Folds of the Flesh
"['Action', 'Adventure', 'Fantasy']",The Hobbit: The Battle of the Five Armies
"['Action', 'Adventure']",The Viking Queen
"['History', 'Drama']",Selma
"['Drama', 'War']",Unbroken
['Adventure'],Black Sea
"['Comedy', 'Drama']",Three Wise Fools
"['Drama', 'Science Fiction']",The Frame
"['Horror', 'Mystery', 'Thriller']",The Red Queen Kills Seven Times
"['Thriller', 'Crime', 'Drama', 'Romance']",White Mischief
"['Adventure', 'Drama', 'Action', 'Thriller', 'Foreign']",Beyond Justice
"['Western', 'Comedy', 'Action', 'Adventure']",Zorro
"['Drama', 'Horror', 'Action', 'Thriller', 'Crime', 'Foreign']",Man Without a Memory
"['Crime', 'Action']",Three Tough Guys
['Thriller'],The Bloodstained Butterfly
"['Action', 'Comedy', 'Western']",Alive or Preferably Dead
"['Thriller', 'Mystery']",Death Occurred Last Night
"['Crime', 'Action']",The Bastard
"['Drama', 'Action', 'Romance', 'Western']",The Return of Ringo
"['Western', 'Action', 'Drama']",A Pistol for Ringo
"['History', 'Adventure']",The Scapegoat
"['Adventure', 'Comedy']",Kiss Kiss... Bang Bang
['Drama'],The Good Lie
"['Drama', 'Documentary', 'Comedy']",I Am Santa Claus
['Western'],Wild Heritage
"['Crime', 'Drama', 'Romance']",The Widow From Chicago
['Drama'],Lap Dance
['Drama'],The Baby Maker
['Comedy'],Fat Pizza
['Documentary'],Good Copy Bad Copy
['Western'],Comin' at Ya!
"['Music', 'Documentary']",When the Road Bends: Tales of a Gypsy Caravan
"['TV Movie', 'Comedy', 'Drama']",Holy Flying Circus
"['TV Movie', 'Horror']",House of the Dead 2
"['Adventure', 'Drama', 'Horror', 'Mystery', 'Thriller']",Prey
['Horror'],Silent Madness
"['Documentary', 'Music']",Made in Jamaica
"['Comedy', 'Romance']",Playing It Cool
"['Drama', 'Comedy', 'Romance']",Dogging: A Love Story
"['Comedy', 'Horror']",Blood Dolls
"['Horror', 'Thriller']",Cheerleader Massacre
"['Thriller', 'Drama']",Flower and Snake 5: Rope Magic
"['Drama', 'Comedy']",Bag Boy
['Drama'],School of the Holy Beast
"['Drama', 'Horror']",The Atrocity Exhibition
"['Documentary', 'Drama']",The Beales of Grey Gardens
['Horror'],Virgin Witch
['Documentary'],The Dust Bowl
"['Crime', 'Drama']",Paris by Night
['Drama'],Honor Among Lovers
"['Music', 'Fantasy']",A Smoky Mountain Christmas
"['Comedy', 'Drama']",Closer to the Moon
"['Drama', 'TV Movie']",Marvellous
"['Drama', 'Thriller', 'Crime', 'Mystery']",Somewhere in the Night
"['Horror', 'Thriller', 'War']",Love Camp 7
"['Drama', 'Comedy']",Free the Nipple
['Comedy'],Bachelor Night
"['Animation', 'Adventure', 'Family']",Khumba
"['Horror', 'Romance']",A Girl Walks Home Alone at Night
"['Comedy', 'Drama', 'Romance']",1981
"['Comedy', 'Drama']",1987
"['Drama', 'Comedy', 'Crime']",Crimi Clowns: De Movie
['Comedy'],Dave Chappelle: For What it's Worth
['Comedy'],Bill Hicks: Relentless
['Comedy'],Ellen DeGeneres: The Beginning
"['Animation', 'Comedy', 'Family', 'Mystery']",Scooby-Doo! Abracadabra-Doo
['Drama'],Mommy
"['Crime', 'Drama', 'Thriller']",A Most Violent Year
['Drama'],Wild
['Thriller'],Zebra Lounge
"['Action', 'Adventure', 'Fantasy', 'Thriller']",The Curse of King Tut's Tomb
['Documentary'],Butterfly Girl
"['Drama', 'Comedy']",Top Five
['Comedy'],Bill Burr: I'm Sorry You Feel That Way
"['Music', 'Animation']",Fiddle-de-dee
['Animation'],Mail Early for Xmas
['Animation'],Canon
"['Action', 'Thriller']",The Aggression Scale
"['Fantasy', 'Animation']",A Phantasy
"['Animation', 'Comedy']",Neighbours
"['Music', 'Animation']",Begone Dull Care
"['Thriller', 'Mystery']",Straight on Till Morning
"['Drama', 'Comedy', 'Romance']",Amour fou
['Horror'],Don't Blink
['Drama'],Raiders from Beneath the Sea
['Drama'],Big Eyes
['Comedy'],I due Pompieri
"['Drama', 'Action', 'Thriller', 'Crime']",The Cop in Blue Jeans
"['Comedy', 'Action']",Squadra antifurto
"['Comedy', 'Action']",Il figlio dello sceicco
"['Comedy', 'Crime']",Little Italy
"['Comedy', 'Crime', 'Action']",Assassination on the Tiber
['Comedy'],Delitto a Porta Romana
"['Crime', 'Comedy', 'Thriller']",Delitto al ristorante cinese
"['Comedy', 'Crime']",Delitto sull'autostrada
"['Action', 'Comedy', 'Crime']",Thieves and Robbers
"['Animation', 'Comedy']",Scooby-Doo! and the Witch's Ghost
"['Drama', 'Comedy']","Men, Women & Children"
['Documentary'],Galician Caress (of Clay)
['Documentary'],Water-mirror of Granada
"['Animation', 'Family']",Momo
"['Drama', 'Science Fiction']",Ascension
"['Comedy', 'Drama']",Flap
"['Crime', 'Comedy', 'Action', 'Adventure']",Kingsman: The Secret Service
"['Romance', 'Family', 'Drama']",Holidaze
"['Fantasy', 'Romance']",Madonna's Pig
['Comedy'],Bill Burr: You People Are All The Same
"['Adventure', 'Comedy', 'Fantasy', 'Family']",Night at the Museum: Secret of the Tomb
"['Drama', 'History', 'Family']",The Nativity
['Documentary'],Teenage
['Animation'],Beyond The Mind's Eye
['Documentary'],Fire in Castilla (Tactilvision from the Moor of the Fright)
"['Science Fiction', 'Thriller']",Paradox
"['Drama', 'Action', 'Crime']",Special ID
['Comedy'],Katt Williams: The Pimp Chronicles Pt. 1
"['Drama', 'Romance']",Summer in February
"['Comedy', 'Drama', 'Family', 'TV Movie']",Sorority Wars
"['Horror', 'Thriller', 'Mystery']",Fear Island
"['Comedy', 'Romance']",Walking on Sunshine
['Comedy'],Heartbeat
"['Action', 'Comedy']",Wheelmen
"['Comedy', 'Mystery']",Big Brown Eyes
"['TV Movie', 'Comedy']",King Ordinary
['Documentary'],Food Stamped
['Comedy'],Goodbye to All That
"['Action', 'Crime', 'Thriller']",The Punisher: Dirty Laundry
['Comedy'],Behaving Badly
"['Comedy', 'Drama']",A Madea Christmas
"['Family', 'Comedy']",Nicholas on Holiday
"['Crime', 'Drama', 'Romance']",The Walking Stick
"['Animation', 'Family']",The Nutcracker Prince
['Western'],Bullets Don't Argue
['Drama'],Days and Nights
['Horror'],Don't Go In the Woods
['Comedy'],Pigs
['Comedy'],Professor Beware
"['Comedy', 'Drama', 'Family', 'Music', 'Romance']","Listen, Darling"
['Documentary'],21-87
"['Adventure', 'Action', 'Thriller']",A Viking Saga: The Darkest Day
['Drama'],Thérèse
['Comedy'],With Love... from the Age of Reason
['Drama'],Yonkers Joe
['Drama'],A Thousand Times Good Night
['Drama'],The Love Machine
"['Action', 'Foreign', 'Thriller']",Total Western
"['Comedy', 'Drama']",Madea's Big Happy Family
['Animation'],Bugs Bunny's Looney Christmas Tales
"['TV Movie', 'Fantasy', 'Comedy', 'Romance', 'Family']",12 Dates of Christmas
['Drama'],The Kennedys
['Family'],Quatsch und die Nasenbärbande
['Drama'],Teenage Dirtbag
"['Comedy', 'Fantasy']",12 Wishes of Christmas
"['Action', 'Comedy', 'Science Fiction']",An American Hippie in Israel
['Comedy'],Carry On Teacher
['Comedy'],Carry On Constable
"['Drama', 'Mystery', 'Thriller']",Christina's House
['Mystery'],The Arrival of Joachim Stiller
"['Romance', 'Drama']",Daughters Courageous
['Science Fiction'],Deceit
['Horror'],Demon Hunter
"['Adventure', 'War']",Destination Gobi
"['Action', 'Crime', 'Drama']",Down Twisted
"['Comedy', 'Drama']",Encore
['Crime'],Escape from Crime
"['Mystery', 'Thriller']",Escape in the Fog
['Drama'],Esther and the King
"['Action', 'Thriller']",Evasive Action
"['Crime', 'Action', 'Comedy']",Even Angels Eat Beans
['Drama'],Everybody Has a Plan
"['Documentary', 'Music']",Everyday Sunshine:  The Story of Fishbone
"['Comedy', 'Drama']",Ex-Lady
"['Horror', 'Action', 'Thriller']",Exit to Hell
"['Thriller', 'Horror']",Exorcismus
"['Horror', 'Mystery', 'Thriller']",Eyeball
['Drama'],Face of Fire
"['Drama', 'Thriller', 'Romance']",Falling Awake
"['Horror', 'Mystery', 'Thriller']",Lemon Tree Passage
"['Drama', 'Family']",Stormheart
"['Adventure', 'Fantasy']",Seventh Son
"['Comedy', 'Drama']",Gloss
['Romance'],A Nest of Gentry
"['Drama', 'Romance']",The Story of Asya Klyachina
['Drama'],Out of the Ashes
"['Horror', 'Thriller']",The Prophecy: Forsaken
['Documentary'],National Gallery
['Thriller'],The 7th Floor
['Thriller'],Heatstroke
['Drama'],The Wait
['Thriller'],Munger Road
"['Action', 'Adventure', 'Drama']",Myn Bala: Warriors of the Steppe
"['Horror', 'Thriller']",Alyce Kills
"['Drama', 'Horror']",Little Witches
"['Horror', 'Thriller']",The Haunting of Helena
"['Drama', 'Horror', 'Thriller', 'Crime']",The Evictors
"['Thriller', 'Drama']",On the Ice
"['Horror', 'Mystery', 'Thriller']",The Case of the Scorpion's Tail
"['TV Movie', 'Drama', 'Romance', 'Family']",Let It Snow
"['Comedy', 'Family']",Chasing Christmas
"['Horror', 'Science Fiction']",Piranhaconda
"['Family', 'Comedy']",Corner Gas: The Movie
"['Comedy', 'Crime']",Charleston
"['Drama', 'Crime']",Common
['Drama'],Woman of Antwerp
"['Romance', 'Comedy']",Love Without Pity
['Documentary'],Ethel
['Comedy'],Fearless Fagan
"['Animation', 'Family']",FernGully 2: The Magical Rescue
"['Drama', 'Music', 'Romance']",Fiesta
"['Thriller', 'Crime', 'Drama']",Fight for Your Life
"['Drama', 'Action']",Fighting Mad
['Documentary'],Filthy Gorgeous: The Bob Guccione Story
"['Drama', 'Science Fiction', 'Thriller']",Final
"['Comedy', 'Romance']",Family Way
"['Comedy', 'Family', 'Fantasy', 'Science Fiction']",Miss Minoes
"['Drama', 'Romance']",Crazy for Christmas
"['Action', 'Western']",Arizona Colt Returns
['Comedy'],Giovannona Long-Thigh
"['Thriller', 'Crime']",The Violent Professionals
"['Drama', 'Action', 'Thriller', 'Crime']",Gambling City
"['Drama', 'Action', 'Crime']",Silent Action
"['Crime', 'Thriller', 'Comedy']",The Suspicious Death of a Minor
['Western'],A Man Called Blade
"['Adventure', 'Horror']",The Mountain of the Cannibal God
"['Science Fiction', 'Horror']",Island of the Fishmen
['Horror'],The Great Alligator
['Comedy'],Don't Play with Tigers
['Horror'],The Scorpion with Two Tails
['Comedy'],Se tutto va bene siamo rovinati
['Comedy'],"Acapulco, prima spiaggia... a sinistra"
"['Action', 'Science Fiction']",Hands of Steel
"['Science Fiction', 'Horror', 'Adventure']",The Fishmen and Their Queen
['Comedy'],L'allenatore nel pallone 2
"['Adventure', 'Action', 'Drama']",Class of '61
"['Action', 'Adventure', 'History', 'War']",Sharpe's Battle
"['History', 'Action', 'Adventure']",Sharpe's Sword
"['Action', 'Adventure', 'History', 'War']",Sharpe's Eagle
"['Drama', 'History', 'War']",The New Babylon
['Comedy'],Let's Kill Ward's Wife
"['Action', 'Foreign']",The Magnificent Trio
"['Action', 'Crime']",Force of Execution
['Comedy'],A Merry Friggin' Christmas
"['Drama', 'Mystery', 'Thriller']",Ask Me Anything
['Action'],Three the Hard Way
"['Horror', 'Science Fiction']","Silent Night, Deadly Night 5: The Toy Maker"
"['Drama', 'Family', 'Fantasy']",Santa Claus
"['Thriller', 'Drama']",In the Eyes of the World
['Documentary'],Fame High
"['Adventure', 'Action', 'Science Fiction']",Fireball
"['Fantasy', 'Drama', 'Comedy', 'Science Fiction', 'Romance', 'Family', 'Foreign']",Fishtales
"['Romance', 'Comedy']",Fitzwilly
"['Crime', 'Drama']",Hotel Noir
"['Western', 'Drama']",Jauja
"['Drama', 'Comedy']",The Grump
"['Comedy', 'Drama']",Boy Upside Down
['Comedy'],The Swedish Moment
['Comedy'],Raspberry Boat Refugee
['Documentary'],Beauty Day
"['Romance', 'Animation', 'Fantasy']",Hotarubi no Mori e
['Horror'],Castle of Blood
"['Comedy', 'Drama', 'Science Fiction']",PK
"['Thriller', 'Horror']",The Devil's Widow
['Comedy'],Boats
['Thriller'],Final: The Rapture
"['Mystery', 'Thriller', 'Horror']",Finders Keepers
"['Adventure', 'Action', 'Family', 'Comedy']",Five Weeks in a Balloon
"['Action', 'Thriller', 'Science Fiction']",Flesh Wounds
"['Music', 'Romance']",Flirtation Walk
"['Romance', 'Thriller']",Sansa
"['Animation', 'Action', 'Comedy', 'Family']",Foodfight!
"['Drama', 'Comedy', 'Romance']",Forever Lulu
"['Action', 'Western']",Fort Massacre
['Western'],Fort Vengeance
['Western'],Fort Worth
['Drama'],Shaka Zulu: The Last Great Warrior
"['Drama', 'Romance']",Four Wives
"['History', 'Drama']",Francis of Assisi
"['Action', 'Adventure', 'Drama', 'Western']",Frank & Jesse
"['Comedy', 'Music']",Get Crazy
"['Documentary', 'Adventure']",Symphony of the Soil
"['Thriller', 'Mystery']",Another Me
"['Comedy', 'Fantasy']",Bang Bang
"['Comedy', 'Romance']",Now You Know
"['Comedy', 'Animation', 'Drama']",Rocks in my Pockets
"['Drama', 'Romance']",My Rainy Days
"['Drama', 'Fantasy', 'Romance']",Bird People
['Drama'],It Felt Like Love
"['Family', 'Drama']",Miss Granny
"['Drama', 'Romance']",Intermezzo
"['Comedy', 'Romance']",Joy of Living
"['Crime', 'Thriller']",Drishyam
"['Comedy', 'Family', 'Science Fiction']",Thunderpants
"['Action', 'Drama']",That Man Bolt
"['Science Fiction', 'Horror']",Island of Terror
['Family'],Moon Man
['Comedy'],Foreign Exchange
['Documentary'],FrackNation
"['Drama', 'History']",Louis Cyr : The Strongest Man in the World
"['Comedy', 'Drama']",Natural Selection
"['Science Fiction', 'Comedy', 'Drama', 'Romance']",Comet
"['Comedy', 'Music']",Free and Easy
"['Action', 'Drama', 'Thriller']",Free Ride
['Action'],Freedom Strike
"['Action', 'Thriller']",Friday Foster
"['Romance', 'Drama']",From Above
"['Adventure', 'Fantasy', 'Drama']",From Time to Time
"['Comedy', 'Romance']",Front Page Woman
"['Action', 'Science Fiction']",Futuresport
['Drama'],Gambling Lady
"['Thriller', 'Action', 'Crime', 'Drama']",Gang in Blue
"['Drama', 'Romance']",A Summer in St. Tropez
"['Comedy', 'Drama']",Garbo Talks
"['Family', 'Animation', 'Comedy']",Garfield Gets Real
"['Comedy', 'Animation', 'Family']",Garfield's Fun Fest
['Comedy'],George Lopez: America's Mexican
['Comedy'],"George Lopez: It's Not Me, It's You"
['Comedy'],"George Lopez: Tall, Dark & Chicano"
"['History', 'Western']",Geronimo
"['Comedy', 'Music']",Cheech & Chong Get Out of My Room
"['Comedy', 'Music']",Get Yourself a College Girl
"['Drama', 'Horror', 'Mystery', 'Thriller']",Ghost Son
"['Comedy', 'Horror']",Ghost Team One
"['Comedy', 'Adventure', 'Science Fiction', 'Fantasy']",The Invisible Boy
"['Drama', 'Comedy']",The 11 Commandments
"['Crime', 'Action', 'Science Fiction']",Chappie
"['Animation', 'Comedy', 'Family', 'Fantasy']",Partysaurus Rex
"['Animation', 'Family']",The Legend of Mor'du
"['Animation', 'Family']",Toy Story That Time Forgot
"['Drama', 'Mystery', 'Science Fiction']",Implanted
['Documentary'],The Salt of the Earth
"['Action', 'Adventure']","No Retreat, No Surrender 2: Raging Thunder"
['Comedy'],Lille Fridolf Och Jag
"['Thriller', 'Crime']",Double Confession
['Comedy'],Three Men in a Boat
"['Drama', 'Thriller', 'Crime']",Across the Bridge
"['Adventure', 'Drama', 'Western']",The Hellions
"['Comedy', 'Crime']",The Biggest Bundle of Them All
['Drama'],A Master Builder
"['Drama', 'Mystery', 'Thriller']",The Snow White Murder Case
['Drama'],Gimme Shelter
"['Comedy', 'Music', 'Romance']",Girl Happy
['Drama'],Big Shot: Confessions of a Campus Bookie
"['Horror', 'Comedy']",Girls Gone Dead
"['Drama', 'Family']",Go for It!
['Romance'],Going Hollywood
"['Comedy', 'Music', 'Romance']",Gold Diggers in Paris
['Comedy'],Zenobia
"['Comedy', 'Family']",Zebra in the Kitchen
['Documentary'],In Vogue: The Editor's Eye
"['Romance', 'History', 'Drama', 'Family']",Savannah
['Comedy'],3 Simoa
['Drama'],The Fool
['Documentary'],The Dark Matter of Love
['Documentary'],Out Of The Clear Blue Sky
"['Thriller', 'Action']",Taken 3
"['Crime', 'Drama', 'Mystery']",Blackhat
['Drama'],Tiger Eyes
['Western'],Santa Fe
['Drama'],Memed My Hawk
"['Drama', 'Music', 'Romance']",Let Freedom Ring
['Action'],City Cops
"['Crime', 'Drama']",Miami Exposé
"['Thriller', 'Crime', 'Mystery']",Beck 27 - Rum 302
"['Drama', 'Family']",Odd Girl Out
['Drama'],By the Law
"['Family', 'Drama']",Tru Confessions
"['Drama', 'Comedy']",Headfirst
['Comedy'],"Eila, Rampe ja Likka"
['Comedy'],Lady Liberty
['Drama'],Jump
['Drama'],Korso
['Animation'],Nocturna
"['Action', 'Crime', 'Drama', 'Thriller']",Son of a Gun
"['Adventure', 'Fantasy']",War-Gods of the Deep
"['Comedy', 'Romance']",That Naughty Girl
"['Drama', 'Comedy', 'Romance']",The Vixen
['Drama'],The Big Shave
"['Comedy', 'Drama']",What's a Nice Girl Like You Doing in a Place Like This?
"['Science Fiction', 'Action', 'Thriller', 'Adventure']",Terminator Genisys
"['Drama', 'Thriller']",Bad Day on the Block
['Comedy'],Robin Williams: Weapons of Self Destruction
['Comedy'],John Mulaney: New In Town
"['Drama', 'Crime', 'Mystery']",Come Dance with Me!
['Comedy'],Patton Oswalt: Finest Hour
['Comedy'],Patton Oswalt: My Weakness Is Strong
['Comedy'],Patton Oswalt: Werewolves and Lollipops
['Comedy'],Kevin Nealon: Now Hear Me Out!
"['Thriller', 'Horror', 'Drama']",The Woman in Black 2: Angel of Death
"['Drama', 'Comedy', 'Thriller', 'Mystery']",Sherlock Holmes: The Hound of the Baskervilles
"['Romance', 'Drama']",Scattered Clouds
['Comedy'],Dealin' with Idiots
"['Adventure', 'Action', 'Comedy', 'Science Fiction', 'Family']",Super Capers
"['Music', 'Comedy']",Fight for Your Right Revisited
"['Drama', 'Action', 'Crime']",Busting
"['Romance', 'Thriller']",Comes a Bright Day
"['Thriller', 'Drama']",Penthouse North
"['Action', 'Thriller']",Johan Falk: GSI - Gruppen för särskilda insatser
"['Action', 'Thriller']",Johan Falk: Vapenbröder
"['Comedy', 'Drama']",Cheeky Girls
"['Horror', 'Science Fiction']",Bloodsuckers
"['Crime', 'Drama']",Poolside
"['Action', 'Comedy']",Stuntwoman
"['Fantasy', 'Mystery']",Doodlebug
['Documentary'],Jean-Luc Cinema Godard
"['Fantasy', 'Music']",Tropico
['Documentary'],Workers Leaving the Lumière Factory
['Documentary'],A Night at the Movies: The Suspenseful World of Thrillers
['Comedy'],"Bianco, rosso e Verdone"
['Comedy'],Borotalco
['Comedy'],I due carabinieri
['Comedy'],Great!
['Comedy'],My Sister and I
"['Comedy', 'Drama']",Compagni di scuola
['Comedy'],Gallo cedrone
['Comedy'],A Chinese in a Coma
['Comedy'],Love Is Eternal While It Lasts
['Comedy'],My best enemy
['Family'],"Grande, grosso e Verdone"
"['Comedy', 'Drama']","Me, Them And Lara"
"['Comedy', 'Drama']",Posti in piedi in paradiso
['Action'],Man on High Heels
"['Horror', 'Drama']",Miss Zombie
['Comedy'],Sotto una buona stella
"['Animation', 'Music']",Shinbone Alley
['Drama'],Lullaby
['Horror'],Over Your Dead Body
['Documentary'],Korengal
['Action'],The Hire: Powder Keg
['Action'],The Hire: Chosen
['Action'],The Hire: Ambush
"['Action', 'Adventure']",The Hire: Ticker
"['Comedy', 'Drama', 'Romance']",The Hire: Beat the Devil
"['Action', 'Adventure']",The Hire: Hostage
['Comedy'],"Pancho, el perro millonario"
"['Animation', 'Family']",The Reef 2: High Tide
"['Drama', 'Foreign']",The Winter of Discontent
"['Comedy', 'Adventure', 'Drama', 'Family']",Space Buddies
"['Romance', 'Comedy', 'Drama']",All Relative
['Drama'],Imagine I'm Beautiful
"['Crime', 'Drama', 'Mystery']",The Body of My Enemy
"['Drama', 'Crime']",Pasha
"['Comedy', 'Crime']",The Gentleman from Epsom
"['Action', 'Comedy', 'Mystery', 'Thriller']",The Great Spy Chase
"['History', 'Drama', 'War']",Taxi for Tobruk
"['Thriller', 'Adventure', 'Mystery', 'Fantasy']",Forbidden Kingdom
['Comedy'],"Excuse Me Darling, But Lucas Loved Me"
['Documentary'],No Distance Left to Run
"['Fantasy', 'Action', 'Comedy', 'Science Fiction', 'Romance', 'Foreign']",Santos
"['Drama', 'Comedy']",A Patriotic Man
['Drama'],June Night
['Drama'],Hedda Gabler
"['Drama', 'Fantasy']",A Matter of Time
['Drama'],Angele
"['Drama', 'Romance', 'Comedy']",The Well-Digger's Daughter
['Comedy'],Topaze
"['History', 'Drama']",The House on 56th Street
"['Crime', 'Drama', 'Romance']",Daughter of Shanghai
"['Crime', 'Drama']",Lady Gangster
"['Action', 'Adventure', 'War']",God Is My Co-Pilot
"['Crime', 'Thriller', 'Drama']",Danger Signal
"['Crime', 'Drama']",The Crooked Way
"['TV Movie', 'Drama']",The Color of Rain
"['Family', 'Adventure', 'Comedy']",To Grandmother's House We Go
"['Animation', 'Family']",101 Dalmatians II: Patch's London Adventure
['Drama'],Such a Pretty Little Beach
"['Documentary', 'Music', 'Family']",Justin Bieber: Never Say Never
['Comedy'],Van Wilder: Freshman Year
"['Drama', 'Science Fiction', 'Action', 'Adventure']",V
['Comedy'],Shriek If You Know What I Did Last Friday the Thirteenth
"['Action', 'Fantasy', 'Science Fiction']",Highlander V: The Source
['Horror'],Seed
"['Drama', 'Romance']",StreetDance 2
"['Horror', 'Mystery']",The Car
['Comedy'],The Hungover Games
"['Action', 'Comedy', 'Drama', 'Foreign', 'Romance']",Ishq
"['Horror', 'Thriller']",Nurse 3-D
"['Horror', 'Thriller']",Wrong Turn 5: Bloodlines
"['Drama', 'Family']",How The West Was Fun
"['Drama', 'Family']",A Cry in the Wild
"['Action', 'Drama', 'Science Fiction']",Flu
['Comedy'],The Fox & the Child
"['Drama', 'Comedy', 'Romance', 'Foreign']",Lili's Apron
"['Romance', 'Fantasy', 'Action']",The White Haired Witch of Lunar Kingdom
"['Comedy', 'Documentary']",Kevin Hart: Let Me Explain
"['Animation', 'Comedy', 'Adventure', 'Family']","Tad, the Lost Explorer"
['Science Fiction'],V: The Final Battle
"['Action', 'Thriller']",Tactical Force
['Horror'],Shark Attack 3: Megalodon
"['Horror', 'Thriller']",Prowl
['Drama'],The Duke of Burgundy
"['Documentary', 'History']",Red Army
['Romance'],Must Have Been Love
"['Fantasy', 'Drama', 'Comedy', 'Science Fiction']",Shortcut to Happiness
"['Action', 'Crime', 'Drama', 'Thriller']",Java Heat
"['Comedy', 'Family']",The Sasquatch Gang
['Comedy'],Peeples
"['Drama', 'Family', 'Romance']",Save the Last Dance 2
"['Horror', 'Thriller']",The Skeptic
"['Horror', 'Thriller']",Room 6
"['Horror', 'Thriller']",F
"['Drama', 'Comedy']",The Single Moms Club
['Horror'],Nothing Left to Fear
"['Horror', 'Thriller']",Lake Dead
"['Thriller', 'Action', 'Crime', 'Drama', 'Mystery']",The Power of Few
"['Action', 'Adventure', 'Horror', 'Science Fiction', 'Thriller']",Unearthed
"['Comedy', 'War', 'Adventure', 'Drama']",Private Valentine: Blonde & Dangerous
"['Action', 'Thriller']",Gun
['Horror'],Rest Stop: Don't Look Back
"['Action', 'Foreign', 'Western']",Sabata
['Documentary'],I Am Ali
['Documentary'],Supermensch: The Legend of Shep Gordon
"['Drama', 'Crime', 'Romance', 'Foreign']",Lady Cocoa
"['Horror', 'Thriller']",It Follows
"['Comedy', 'Drama', 'Romance']",Take a Girl Like You
"['Thriller', 'Action', 'Science Fiction']",The Anomaly
['Fantasy'],Sinbad: The Fifth Voyage
['Documentary'],The Sarnos: A Life in Dirty Movies
"['Drama', 'Family', 'Fantasy']",Touchback
"['Drama', 'Action']",Unit 7
